GeneName	EntrezID	Symbol	Chr	Length
ENSG00000228338.1	RP5-845O24.8	RP5-845O24.8	chr1	473.0
ENSG00000204513.5	PRAMEF11	PRAMEF11	chr1	6796.0
ENSG00000231103.2	RP5-845O24.3	RP5-845O24.3	chr1	3232.0
ENSG00000179172.7	HNRNPCL1	HNRNPCL1	chr1	1317.0
ENSG00000120952.4	PRAMEF2	PRAMEF2	chr1	4823.0
ENSG00000243073.3	PRAMEF4	PRAMEF4	chr1	6980.0
ENSG00000187545.5	PRAMEF10	PRAMEF10	chr1	5374.0
ENSG00000204510.1	PRAMEF7	PRAMEF7	chr1	4119.0
ENSG00000207434.1	U6	U6	chr1	106.0
ENSG00000234064.1	RP11-450I1.2	RP11-450I1.2	chr1	2091.0
ENSG00000232423.3	PRAMEF6	PRAMEF6	chr1	119570.0
ENSG00000250894.1	RP11-450I1.4	RP11-450I1.4	chr1	2789.0
ENSG00000204508.3	PRAMEF22	PRAMEF22	chr1	2838.0
ENSG00000239810.2	WI2-3308P17.2	WI2-3308P17.2	chr1	604.0
ENSG00000270601.1	RP13-221M14.7	RP13-221M14.7	chr1	3837.0
ENSG00000250113.1	RP13-221M14.6	RP13-221M14.6	chr1	2840.0
ENSG00000204505.3	RP13-221M14.1	RP13-221M14.1	chr1	4544.0
ENSG00000233336.1	RP13-221M14.2	RP13-221M14.2	chr1	479.0
ENSG00000229978.1	RP13-221M14.3	RP13-221M14.3	chr1	2798.0
ENSG00000236179.1	RP13-221M14.4	RP13-221M14.4	chr1	1286.0
ENSG00000179412.8	RP13-221M14.5	RP13-221M14.5	chr1	1366.0
ENSG00000224199.1	WI2-2994D6.1	WI2-2994D6.1	chr1	2797.0
ENSG00000229571.2	WI2-2994D6.2	WI2-2994D6.2	chr1	3225.0
ENSG00000204503.5	PRAMEF3	PRAMEF3	chr1	3496.0
ENSG00000233394.1	RP11-248D7.2	RP11-248D7.2	chr1	2841.0
ENSG00000204502.2	PRAMEF5	PRAMEF5	chr1	9238.0
ENSG00000231219.1	RP11-219C24.8	RP11-219C24.8	chr1	2088.0
ENSG00000207511.1	U6	U6	chr1	106.0
ENSG00000182330.6	PRAMEF8	PRAMEF8	chr1	4119.0
ENSG00000237700.1	RP11-219C24.6	RP11-219C24.6	chr1	2931.0
ENSG00000204501.2	PRAMEF9	PRAMEF9	chr1	7015.0
ENSG00000228229.2	RP11-219C24.10	RP11-219C24.10	chr1	479.0
ENSG00000204495.3	PRAMEF13	PRAMEF13	chr1	5242.0
ENSG00000204491.2	PRAMEF18	PRAMEF18	chr1	2833.0
ENSG00000204488.3	PRAMEF16	PRAMEF16	chr1	3006.0
ENSG00000204486.3	PRAMEF21	PRAMEF21	chr1	10877.0
ENSG00000204485.2	XX-FW84067D5.1	XX-FW84067D5.1	chr1	4119.0
ENSG00000224581.1	XX-FW84067D5.2	XX-FW84067D5.2	chr1	2931.0
ENSG00000157358.7	PRAMEF15	PRAMEF15	chr1	7015.0
ENSG00000204481.6	PRAMEF14	PRAMEF14	chr1	5242.0
ENSG00000204480.6	PRAMEF19	PRAMEF19	chr1	3516.0
ENSG00000204479.4	PRAMEF17	PRAMEF17	chr1	2997.0
ENSG00000204478.5	PRAMEF20	PRAMEF20	chr1	10896.0
ENSG00000162494.5	LRRC38	LRRC38	chr1	39098.0
ENSG00000259961.1	RP4-597A16.2	RP4-597A16.2	chr1	3050.0
ENSG00000215909.3	RP4-597A16.3	RP4-597A16.3	chr1	693.0
ENSG00000162493.12	PDPN	PDPN	chr1	34492.0
ENSG00000222952.1	RNA5SP41	RNA5SP41	chr1	100.0
ENSG00000266358.1	AL359771.1	AL359771.1	chr1	100.0
ENSG00000237445.2	CTA-520D8.2	CTA-520D8.2	chr1	2599.0
ENSG00000253085.1	SCARNA11	SCARNA11	chr1	129.0
ENSG00000116731.18	PRDM2	PRDM2	chr1	124881.0
ENSG00000252151.1	U6	U6	chr1	102.0
ENSG00000231606.1	RP11-344F13.1	RP11-344F13.1	chr1	1227.0
ENSG00000234593.1	RP4-704D23.1	RP4-704D23.1	chr1	2068.0
ENSG00000189337.11	KAZN	KAZN	chr1	519339.0
ENSG00000235829.1	TBCAP2	TBCAP2	chr1	484.0
ENSG00000175147.7	TMEM51-AS1	TMEM51-AS1	chr1	36512.0
ENSG00000171729.9	TMEM51	TMEM51	chr1	67948.0
ENSG00000204464.3	C1orf195	C1orf195	chr1	6973.0
ENSG00000215720.4	RP1-21O18.3	RP1-21O18.3	chr1	1017.0
ENSG00000142621.14	FHAD1	FHAD1	chr1	153090.0
ENSG00000233485.1	RP3-467K16.2	RP3-467K16.2	chr1	17196.0
ENSG00000236045.1	RP3-467K16.7	RP3-467K16.7	chr1	1298.0
ENSG00000228140.1	RP3-467K16.4	RP3-467K16.4	chr1	6454.0
ENSG00000142634.8	EFHD2	EFHD2	chr1	20448.0
ENSG00000162438.7	CTRC	CTRC	chr1	10802.0
ENSG00000142615.7	CELA2A	CELA2A	chr1	15363.0
ENSG00000215704.5	CELA2B	CELA2B	chr1	25491.0
ENSG00000132906.13	CASP9	CASP9	chr1	35702.0
ENSG00000116138.8	DNAJC16	DNAJC16	chr1	65566.0
ENSG00000251866.1	SCARNA21	SCARNA21	chr1	139.0
ENSG00000116771.5	AGMAT	AGMAT	chr1	12757.0
ENSG00000237301.1	RP4-680D5.2	RP4-680D5.2	chr1	17490.0
ENSG00000235084.2	CHCHD2P6	CHCHD2P6	chr1	461.0
ENSG00000252417.1	RNU7-179P	RNU7-179P	chr1	67.0
ENSG00000236500.1	RP4-680D5.4	RP4-680D5.4	chr1	224.0
ENSG00000197312.7	DDI2	DDI2	chr1	51544.0
ENSG00000215695.1	RSC1A1	RSC1A1	chr1	1853.0
ENSG00000116786.7	PLEKHM2	PLEKHM2	chr1	50437.0
ENSG00000264048.1	AL121992.1	AL121992.1	chr1	86.0
ENSG00000237938.1	RP11-288I21.1	RP11-288I21.1	chr1	14177.0
ENSG00000162461.7	SLC25A34	SLC25A34	chr1	4991.0
ENSG00000224459.1	RP11-169K16.4	RP11-169K16.4	chr1	9845.0
ENSG00000162460.6	TMEM82	TMEM82	chr1	5560.0
ENSG00000162458.8	FBLIM1	FBLIM1	chr1	29987.0
ENSG00000224321.1	RP11-169K16.6	RP11-169K16.6	chr1	489.0
ENSG00000233954.4	RP11-169K16.7	RP11-169K16.7	chr1	515.0
ENSG00000178715.7	RP11-169K16.8	RP11-169K16.8	chr1	443.0
ENSG00000179743.2	RP11-169K16.9	RP11-169K16.9	chr1	14082.0
ENSG00000065526.6	SPEN	SPEN	chr1	92596.0
ENSG00000238818.1	snoU13	snoU13	chr1	100.0
ENSG00000270620.1	RP1-134O19.3	RP1-134O19.3	chr1	210.0
ENSG00000116809.7	ZBTB17	ZBTB17	chr1	34263.0
ENSG00000234607.2	RP11-5P18.1	RP11-5P18.1	chr1	562.0
ENSG00000231353.1	RP11-5P18.3	RP11-5P18.3	chr1	259.0
ENSG00000224966.4	TBC1D3P6	TBC1D3P6	chr1	4880.0
ENSG00000183888.4	C1orf64	C1orf64	chr1	4571.0
ENSG00000233078.1	RP11-5P18.5	RP11-5P18.5	chr1	511.0
ENSG00000173641.13	HSPB7	HSPB7	chr1	5566.0
ENSG00000186510.7	CLCNKA	CLCNKA	chr1	15175.0
ENSG00000232456.1	RP11-5P18.10	RP11-5P18.10	chr1	4851.0
ENSG00000184908.13	CLCNKB	CLCNKB	chr1	13531.0
ENSG00000185519.8	FAM131C	FAM131C	chr1	15863.0
ENSG00000142627.9	EPHA2	EPHA2	chr1	31750.0
ENSG00000227959.1	RP11-276H7.2	RP11-276H7.2	chr1	2118.0
ENSG00000224621.1	RP11-276H7.3	RP11-276H7.3	chr1	2617.0
ENSG00000234166.1	ARHGEF19-AS1	ARHGEF19-AS1	chr1	503.0
ENSG00000142632.11	ARHGEF19	ARHGEF19	chr1	14791.0
ENSG00000237276.4	ANO7P1	ANO7P1	chr1	12118.0
ENSG00000204377.3	C1orf134	C1orf134	chr1	670.0
ENSG00000132881.7	RSG1	RSG1	chr1	5462.0
ENSG00000233929.1	MT1XP1	MT1XP1	chr1	185.0
ENSG00000037637.6	FBXO42	FBXO42	chr1	105615.0
ENSG00000055070.12	SZRD1	SZRD1	chr1	45570.0
ENSG00000226457.1	RP11-430L17.1	RP11-430L17.1	chr1	380.0
ENSG00000187144.7	SPATA21	SPATA21	chr1	50307.0
ENSG00000157191.15	NECAP2	NECAP2	chr1	19406.0
ENSG00000226029.1	RP4-798A10.2	RP4-798A10.2	chr1	7533.0
ENSG00000080947.10	CROCCP3	CROCCP3	chr1	31821.0
ENSG00000206652.1	RNU1-1	RNU1-1	chr1	163.0
ENSG00000261135.1	RP4-798A10.7	RP4-798A10.7	chr1	1109.0
ENSG00000224174.2	RP4-798A10.4	RP4-798A10.4	chr1	1102.0
ENSG00000233421.2	RP5-875O13.1	RP5-875O13.1	chr1	1763.0
ENSG00000252099.1	U1	U1	chr1	143.0
ENSG00000268674.1	AL355149.2	AL355149.2	chr1	509.0
ENSG00000225710.1	RP5-875O13.6	RP5-875O13.6	chr1	3880.0
ENSG00000266584.1	AL355149.1	AL355149.1	chr1	73.0
ENSG00000219481.6	NBPF1	NBPF1	chr1	51243.0
ENSG00000215908.5	CROCCP2	CROCCP2	chr1	26427.0
ENSG00000186301.7	MST1P2	MST1P2	chr1	4845.0
ENSG00000207513.1	RNU1-3	RNU1-3	chr1	163.0
ENSG00000237847.2	AL137798.1	AL137798.1	chr1	509.0
ENSG00000264742.1	AL021920.1	AL021920.1	chr1	73.0
ENSG00000236698.1	EIF1AXP1	EIF1AXP1	chr1	434.0
ENSG00000268869.1	ESPNP	ESPNP	chr1	32818.0
ENSG00000268991.1	AL021920.2	AL021920.2	chr1	509.0
ENSG00000058453.12	CROCC	CROCC	chr1	232706.0
ENSG00000207389.1	RNU1-4	RNU1-4	chr1	163.0
ENSG00000227684.1	CROCCP4	CROCCP4	chr1	731.0
ENSG00000186715.6	MST1L	MST1L	chr1	15327.0
ENSG00000223643.2	RP11-108M9.1	RP11-108M9.1	chr1	1872.0
ENSG00000230239.1	RP11-108M9.2	RP11-108M9.2	chr1	3877.0
ENSG00000263811.1	MIR3675	MIR3675	chr1	72.0
ENSG00000228549.1	RP11-108M9.3	RP11-108M9.3	chr1	3147.0
ENSG00000199554.1	U1	U1	chr1	143.0
ENSG00000238142.1	RP11-108M9.4	RP11-108M9.4	chr1	1111.0
ENSG00000235241.1	RP11-108M9.5	RP11-108M9.5	chr1	507.0
ENSG00000207005.1	RNU1-2	RNU1-2	chr1	163.0
ENSG00000117122.9	MFAP2	MFAP2	chr1	6333.0
ENSG00000226526.1	RP1-37C10.3	RP1-37C10.3	chr1	26165.0
ENSG00000159363.13	ATP13A2	ATP13A2	chr1	25970.0
ENSG00000117118.5	SDHB	SDHB	chr1	35448.0
ENSG00000117115.8	PADI2	PADI2	chr1	52692.0
ENSG00000252180.1	Y_RNA	Y_RNA	chr1	87.0
ENSG00000204362.5	RP11-380J14.1	RP11-380J14.1	chr1	7834.0
ENSG00000142623.8	PADI1	PADI1	chr1	40879.0
ENSG00000142619.4	PADI3	PADI3	chr1	35135.0
ENSG00000266634.1	MIR3972	MIR3972	chr1	86.0
ENSG00000159339.9	PADI4	PADI4	chr1	55809.0
ENSG00000269468.1	AC004824.2	AC004824.2	chr1	20563.0
ENSG00000256049.2	PADI6	PADI6	chr1	29504.0
ENSG00000227751.1	RP1-20B21.4	RP1-20B21.4	chr1	622.0
ENSG00000179051.9	RCC2	RCC2	chr1	32964.0
ENSG00000266727.1	AC004824.1	AC004824.1	chr1	63.0
ENSG00000239020.1	snoU13	snoU13	chr1	100.0
ENSG00000074964.12	ARHGEF10L	ARHGEF10L	chr1	158039.0
ENSG00000236648.1	RP11-473A10.2	RP11-473A10.2	chr1	32291.0
ENSG00000117148.6	ACTL8	ACTL8	chr1	71750.0
ENSG00000261781.1	RP11-174G17.2	RP11-174G17.2	chr1	8755.0
ENSG00000117154.7	IGSF21	IGSF21	chr1	270737.0
ENSG00000230035.2	RP11-174G17	RP11-174G17	chr1	12417.0
ENSG00000225387.1	RP11-422P22.1	RP11-422P22.1	chr1	2685.0
ENSG00000179023.7	KLHDC7A	KLHDC7A	chr1	5054.0
ENSG00000235282.2	RP1-8B22.1	RP1-8B22.1	chr1	269.0
ENSG00000225478.2	RP1-8B22.2	RP1-8B22.2	chr1	222.0
ENSG00000009709.7	PAX7	PAX7	chr1	117860.0
ENSG00000179002.5	TAS1R2	TAS1R2	chr1	20083.0
ENSG00000255275.3	RP13-279N23.2	RP13-279N23.2	chr1	71848.0
ENSG00000159423.12	ALDH4A1	ALDH4A1	chr1	31349.0
ENSG00000265606.1	MIR4695	MIR4695	chr1	73.0
ENSG00000221662.1	MIR1290	MIR1290	chr1	77.0
ENSG00000169991.6	IFFO2	IFFO2	chr1	52405.0
ENSG00000127481.10	UBR4	UBR4	chr1	135770.0
ENSG00000266098.1	AL137127.1	AL137127.1	chr1	99.0
ENSG00000230424.1	RP1-43E13.2	RP1-43E13.2	chr1	30203.0
ENSG00000127463.9	EMC1	EMC1	chr1	35888.0
ENSG00000053372.4	MRTO4	MRTO4	chr1	8589.0
ENSG00000211454.9	AKR7L	AKR7L	chr1	8212.0
ENSG00000162482.4	AKR7A3	AKR7A3	chr1	6692.0
ENSG00000270728.1	RP4-657E11.10	RP4-657E11.10	chr1	823.0
ENSG00000053371.8	AKR7A2	AKR7A2	chr1	8181.0
ENSG00000200403.1	U6	U6	chr1	106.0
ENSG00000040487.8	PQLC2	PQLC2	chr1	16974.0
ENSG00000265192.1	RN7SL85P	RN7SL85P	chr1	255.0
ENSG00000077549.13	CAPZB	CAPZB	chr1	146799.0
ENSG00000240490.2	RN7SL277P	RN7SL277P	chr1	285.0
ENSG00000201609.1	RNU4-28P	RNU4-28P	chr1	140.0
ENSG00000239027.1	snoU13	snoU13	chr1	104.0
ENSG00000235185.1	RP5-1056L3.1	RP5-1056L3.1	chr1	5030.0
ENSG00000270136.1	NBL1	NBL1	chr1	61076.0
ENSG00000173436.9	MINOS1	MINOS1	chr1	32837.0
ENSG00000226396.1	RPS14P3	RPS14P3	chr1	454.0
ENSG00000158747.9	NBL1	NBL1	chr1	17897.0
ENSG00000158748.3	HTR6	HTR6	chr1	14275.0
ENSG00000162542.9	TMCO4	TMCO4	chr1	117732.0
ENSG00000178828.5	RNF186	RNF186	chr1	1248.0
ENSG00000235434.1	RP11-91K11.2	RP11-91K11.2	chr1	5135.0
ENSG00000169914.5	OTUD3	OTUD3	chr1	30432.0
ENSG00000188784.4	PLA2G2E	PLA2G2E	chr1	3608.0
ENSG00000242688.2	RN7SL304P	RN7SL304P	chr1	298.0
ENSG00000188257.6	PLA2G2A	PLA2G2A	chr1	5007.0
ENSG00000127472.6	PLA2G5	PLA2G5	chr1	63011.0
ENSG00000117215.10	PLA2G2D	PLA2G2D	chr1	7618.0
ENSG00000158786.4	PLA2G2F	PLA2G2F	chr1	11060.0
ENSG00000227066.1	RP3-340N1.2	RP3-340N1.2	chr1	6230.0
ENSG00000187980.6	PLA2G2C	PLA2G2C	chr1	16171.0
ENSG00000225986.1	RP3-340N1.5	RP3-340N1.5	chr1	2244.0
ENSG00000162543.5	UBXN10	UBXN10	chr1	9963.0
ENSG00000228105.1	RP3-340N1.6	RP3-340N1.6	chr1	1560.0
ENSG00000158816.11	VWA5B1	VWA5B1	chr1	63975.0
ENSG00000226664.1	RP4-745E8.2	RP4-745E8.2	chr1	28976.0
ENSG00000236963.1	RP4-749H3.1	RP4-749H3.1	chr1	70655.0
ENSG00000226487.1	RP4-749H3.2	RP4-749H3.2	chr1	949.0
ENSG00000162545.5	CAMK2N1	CAMK2N1	chr1	3829.0
ENSG00000090432.5	MUL1	MUL1	chr1	8711.0
ENSG00000215520.3	RP11-401M16.3	RP11-401M16.3	chr1	762.0
ENSG00000183114.6	FAM43B	FAM43B	chr1	2580.0
ENSG00000158825.5	CDA	CDA	chr1	29960.0
ENSG00000158828.5	PINK1	PINK1	chr1	18056.0
ENSG00000117242.7	PINK1-AS	PINK1-AS	chr1	9536.0
ENSG00000257033.1	AL391357.1	AL391357.1	chr1	351.0
ENSG00000244038.4	DDOST	DDOST	chr1	9730.0
ENSG00000117245.8	KIF17	KIF17	chr1	54003.0
ENSG00000235432.1	RP5-930J4.5	RP5-930J4.5	chr1	1279.0
ENSG00000189410.7	SH2D5	SH2D5	chr1	13105.0
ENSG00000233069.1	RP5-930J4.2	RP5-930J4.2	chr1	1072.0
ENSG00000127483.13	HP1BP3	HP1BP3	chr1	44662.0
ENSG00000203394.2	RP5-930J4.4	RP5-930J4.4	chr1	975.0
ENSG00000075151.15	EIF4G3	EIF4G3	chr1	370414.0
ENSG00000251914.1	RNU7-200P	RNU7-200P	chr1	61.0
ENSG00000221808.1	MIR1256	MIR1256	chr1	118.0
ENSG00000233072.1	RP11-487E1.1	RP11-487E1.1	chr1	384.0
ENSG00000236073.2	RP11-487E1.2	RP11-487E1.2	chr1	114.0
ENSG00000235112.1	RP11-628K18.1	RP11-628K18.1	chr1	606.0
ENSG00000266867.1	AL031005.1	AL031005.1	chr1	63.0
ENSG00000117298.10	ECE1	ECE1	chr1	128257.0
ENSG00000236936.1	RP3-329E20.2	RP3-329E20.2	chr1	1169.0
ENSG00000231105.1	RP5-1071N3.1	RP5-1071N3.1	chr1	6484.0
ENSG00000236216.4	PPP1R11P1	PPP1R11P1	chr1	375.0
ENSG00000228823.1	RP11-293F5.8	RP11-293F5.8	chr1	1833.0
ENSG00000236009.1	RP11-293F5.1	RP11-293F5.1	chr1	1594.0
ENSG00000227001.2	NBPF2P	NBPF2P	chr1	3342.0
ENSG00000187952.8	HS6ST1P1	HS6ST1P1	chr1	1234.0
ENSG00000186543.7	CROCCP5	CROCCP5	chr1	3240.0
ENSG00000142794.13	NBPF3	NBPF3	chr1	44877.0
ENSG00000176378.8	PFN1P10	PFN1P10	chr1	326.0
ENSG00000162551.9	ALPL	ALPL	chr1	69047.0
ENSG00000233431.1	RP11-63N8.3	RP11-63N8.3	chr1	4715.0
ENSG00000221781.1	AL359815.1	AL359815.1	chr1	137.0
ENSG00000076864.15	RAP1GAP	RAP1GAP	chr1	73093.0
ENSG00000090686.11	USP48	USP48	chr1	105308.0
ENSG00000231978.2	RP11-132G19.3	RP11-132G19.3	chr1	306.0
ENSG00000187942.7	LDLRAD2	LDLRAD2	chr1	12956.0
ENSG00000142798.12	HSPG2	HSPG2	chr1	115052.0
ENSG00000232037.2	RP11-26H16.1	RP11-26H16.1	chr1	482.0
ENSG00000219073.3	CELA3B	CELA3B	chr1	21621.0
ENSG00000264385.1	RN7SL421P	RN7SL421P	chr1	285.0
ENSG00000263991.1	RN7SL386P	RN7SL386P	chr1	294.0
ENSG00000201919.1	U6	U6	chr1	103.0
ENSG00000142789.15	CELA3A	CELA3A	chr1	10883.0
ENSG00000263582.1	RN7SL768P	RN7SL768P	chr1	283.0
ENSG00000263929.1	RN7SL186P	RN7SL186P	chr1	294.0
ENSG00000201273.1	U6	U6	chr1	103.0
ENSG00000228397.1	RP1-224A6.3	RP1-224A6.3	chr1	974.0
ENSG00000218510.3	LINC00339	LINC00339	chr1	6035.0
ENSG00000070831.11	CDC42	CDC42	chr1	40317.0
ENSG00000230068.2	CDC42-IT1	CDC42-IT1	chr1	5002.0
ENSG00000271428.1	RP1-224A6.8	RP1-224A6.8	chr1	487.0
ENSG00000162552.9	WNT4	WNT4	chr1	24001.0
ENSG00000266564.1	MIR4418	MIR4418	chr1	61.0
ENSG00000234397.3	RP11-415K20.1	RP11-415K20.1	chr1	491.0
ENSG00000184677.12	ZBTB40	ZBTB40	chr1	79306.0
ENSG00000237200.1	ZBTB40-IT1	ZBTB40-IT1	chr1	2234.0
ENSG00000070886.6	EPHA8	EPHA8	chr1	40030.0
ENSG00000173372.12	C1QA	C1QA	chr1	3102.0
ENSG00000159189.7	C1QC	C1QC	chr1	4480.0
ENSG00000173369.11	C1QB	C1QB	chr1	8776.0
ENSG00000133216.12	EPHB2	EPHB2	chr1	204486.0
ENSG00000265422.1	MIR4684	MIR4684	chr1	81.0
ENSG00000216157.2	AL611946.1	AL611946.1	chr1	94.0
ENSG00000225952.1	RP11-69E9.1	RP11-69E9.1	chr1	1136.0
ENSG00000264014.1	MIR4253	MIR4253	chr1	67.0
ENSG00000215906.4	LACTBL1	LACTBL1	chr1	12295.0
ENSG00000227868.2	RP4-805N21.1	RP4-805N21.1	chr1	5016.0
ENSG00000004487.11	KDM1A	KDM1A	chr1	64241.0
ENSG00000240553.1	RP1-184J9.2	RP1-184J9.2	chr1	67911.0
ENSG00000263793.1	MIR3115	MIR3115	chr1	67.0
ENSG00000266802.1	MIR4419A	MIR4419A	chr1	76.0
ENSG00000169641.9	LUZP1	LUZP1	chr1	93785.0
ENSG00000229010.1	RP5-979D14.1	RP5-979D14.1	chr1	817.0
ENSG00000206935.1	U6	U6	chr1	106.0
ENSG00000252578.1	U6	U6	chr1	100.0
ENSG00000179546.3	HTR1D	HTR1D	chr1	4229.0
ENSG00000215381.3	RP5-1057J7.1	RP5-1057J7.1	chr1	459.0
ENSG00000261326.2	RP5-1057J7.6	RP5-1057J7.6	chr1	5443.0
ENSG00000125944.13	HNRNPR	HNRNPR	chr1	40565.0
ENSG00000125945.9	ZNF436	ZNF436	chr1	9994.0
ENSG00000249087.3	C1orf213	C1orf213	chr1	2842.0
ENSG00000201405.1	Y_RNA	Y_RNA	chr1	92.0
ENSG00000271420.1	RP5-1057J7.7	RP5-1057J7.7	chr1	649.0
ENSG00000204219.5	TCEA3	TCEA3	chr1	43679.0
ENSG00000232482.2	RP4-654C18.1	RP4-654C18.1	chr1	1314.0
ENSG00000088280.13	ASAP3	ASAP3	chr1	55629.0
ENSG00000007968.6	E2F2	E2F2	chr1	24790.0
ENSG00000235052.1	RP1-150O5.3	RP1-150O5.3	chr1	1776.0
ENSG00000117318.8	ID3	ID3	chr1	1876.0
ENSG00000197880.4	MDS2	MDS2	chr1	59073.0
ENSG00000229239.2	RP11-223J15.2	RP11-223J15.2	chr1	9965.0
ENSG00000142676.8	RPL11	RPL11	chr1	4646.0
ENSG00000203589.2	RP5-886K2.1	RP5-886K2.1	chr1	1133.0
ENSG00000244609.2	RN7SL532P	RN7SL532P	chr1	280.0
ENSG00000011007.7	TCEB3	TCEB3	chr1	18904.0
ENSG00000236810.1	RP5-886K2.3	RP5-886K2.3	chr1	17905.0
ENSG00000057757.5	PITHD1	PITHD1	chr1	9827.0
ENSG00000011009.6	LYPLA2	LYPLA2	chr1	4569.0
ENSG00000117308.10	GALE	GALE	chr1	5182.0
ENSG00000117305.10	HMGCL	HMGCL	chr1	36735.0
ENSG00000179163.11	FUCA1	FUCA1	chr1	23217.0
ENSG00000188822.6	CNR2	CNR2	chr1	88533.0
ENSG00000264347.1	RN7SL24P	RN7SL24P	chr1	291.0
ENSG00000238538.1	snoU13	snoU13	chr1	97.0
ENSG00000229106.1	RP11-4M23.2	RP11-4M23.2	chr1	1266.0
ENSG00000232557.2	RP11-4M23.3	RP11-4M23.3	chr1	774.0
ENSG00000264926.1	MIR378F	MIR378F	chr1	77.0
ENSG00000230228.2	RP11-4M23.4	RP11-4M23.4	chr1	367.0
ENSG00000189266.7	PNRC2	PNRC2	chr1	4353.0
ENSG00000188529.10	SRSF10	SRSF10	chr1	16123.0
ENSG00000215905.4	RP11-4M23.7	RP11-4M23.7	chr1	638.0
ENSG00000225315.2	RP11-293P20.2	RP11-293P20.2	chr1	45964.0
ENSG00000142661.13	MYOM3	MYOM3	chr1	56140.0
ENSG00000240284.1	RP11-293P20.3	RP11-293P20.3	chr1	28036.0
ENSG00000230703.1	RP11-293P20.4	RP11-293P20.4	chr1	16791.0
ENSG00000142677.3	IL22RA1	IL22RA1	chr1	23350.0
ENSG00000185436.7	IFNLR1	IFNLR1	chr1	33802.0
ENSG00000230023.2	RP11-10N16.2	RP11-10N16.2	chr1	11453.0
ENSG00000221032.3	AL590683.1	AL590683.1	chr1	113.0
ENSG00000266511.1	AL590683.2	AL590683.2	chr1	88.0
ENSG00000232298.2	RP11-10N16.3	RP11-10N16.3	chr1	14345.0
ENSG00000158055.11	GRHL3	GRHL3	chr1	45160.0
ENSG00000001460.13	STPG1	STPG1	chr1	59935.0
ENSG00000001461.12	NIPAL3	NIPAL3	chr1	57182.0
ENSG00000117602.6	RCAN3	RCAN3	chr1	34119.0
ENSG00000266551.1	RN7SL857P	RN7SL857P	chr1	259.0
ENSG00000264443.1	RP4-594I10.3	RP4-594I10.3	chr1	17223.0
ENSG00000184454.6	NCMAP	NCMAP	chr1	53217.0
ENSG00000227312.2	RP11-496D1.2	RP11-496D1.2	chr1	347.0
ENSG00000239106.1	Y_RNA	Y_RNA	chr1	102.0
ENSG00000133226.12	SRRM1	SRRM1	chr1	41551.0
ENSG00000238986.1	snoU13	snoU13	chr1	104.0
ENSG00000169504.10	CLIC4	CLIC4	chr1	98967.0
ENSG00000238482.1	U6	U6	chr1	106.0
ENSG00000020633.14	RUNX3	RUNX3	chr1	65610.0
ENSG00000229162.1	RP11-84D1.1	RP11-84D1.1	chr1	1752.0
ENSG00000261025.1	RP11-84D1.2	RP11-84D1.2	chr1	2442.0
ENSG00000264371.1	MIR4425	MIR4425	chr1	83.0
ENSG00000233755.1	RP4-799D16.1	RP4-799D16.1	chr1	69413.0
ENSG00000233419.2	RP4-781L3.1	RP4-781L3.1	chr1	401.0
ENSG00000231953.1	RP4-706G24.1	RP4-706G24.1	chr1	730.0
ENSG00000117614.5	SYF2	SYF2	chr1	9823.0
ENSG00000117616.13	C1orf63	C1orf63	chr1	95976.0
ENSG00000261349.1	RP3-465N24.5	RP3-465N24.5	chr1	1034.0
ENSG00000187010.14	RHD	RHD	chr1	58052.0
ENSG00000224183.1	SDHDP6	SDHDP6	chr1	479.0
ENSG00000259984.1	RP11-335G20.7	RP11-335G20.7	chr1	1036.0
ENSG00000183726.6	TMEM50A	TMEM50A	chr1	24444.0
ENSG00000252515.1	U6	U6	chr1	63.0
ENSG00000238889.1	snoU13	snoU13	chr1	103.0
ENSG00000188672.12	RHCE	RHCE	chr1	67943.0
ENSG00000238084.3	RP3-469D22.1	RP3-469D22.1	chr1	568.0
ENSG00000266468.1	AL031284.1	AL031284.1	chr1	58.0
ENSG00000204178.5	TMEM57	TMEM57	chr1	69312.0
ENSG00000157978.7	LDLRAP1	LDLRAP1	chr1	25306.0
ENSG00000225643.1	RP11-70P17.1	RP11-70P17.1	chr1	8878.0
ENSG00000117643.10	MAN1C1	MAN1C1	chr1	168739.0
ENSG00000233478.1	RP1-187B23.1	RP1-187B23.1	chr1	14567.0
ENSG00000162430.12	SEPN1	SEPN1	chr1	18046.0
ENSG00000255054.3	RP1-317E23.6	RP1-317E23.6	chr1	12274.0
ENSG00000228172.1	RP1-317E23.3	RP1-317E23.3	chr1	3023.0
ENSG00000117640.13	MTFR1L	MTFR1L	chr1	14301.0
ENSG00000223474.2	AL020996.1	AL020996.1	chr1	2076.0
ENSG00000127423.6	AUNIP	AUNIP	chr1	27489.0
ENSG00000236528.1	RP1-125I3.2	RP1-125I3.2	chr1	3807.0
ENSG00000182749.5	PAQR7	PAQR7	chr1	10043.0
ENSG00000207302.1	Y_RNA	Y_RNA	chr1	109.0
ENSG00000117632.16	STMN1	STMN1	chr1	22810.0
ENSG00000229786.1	SNRPFP2	SNRPFP2	chr1	250.0
ENSG00000223624.1	RP1-125I3.4	RP1-125I3.4	chr1	139.0
ENSG00000264021.1	MIR3917	MIR3917	chr1	92.0
ENSG00000266763.1	AL033528.1	AL033528.1	chr1	73.0
